folio,fecha_apertura,fecha_cierre,cliente,region,tipo_equipo,tipo_servicio,falla_reportada,tecnico_id,requiere_refaccion,horas_respuesta,costo_servicio,reincidencia_30d,estatus
F-202500216,2025-04-10 09:00,2025-04-10 22:24,Cliente 013,Centro,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-032,No,13.4,1004.82,No,Cerrado
F-202500339,2025-03-15 07:00,2025-03-17 10:06,Cliente 047,Norte,Vitrina refrigerada,Correctivo,Termostato descalibrado,TEC-032,Si,51.1,11620.36,No,Cerrado
F-202500795,2025-06-07 14:00,2025-06-09 22:42,Cliente 029,Norte,Congelador horizontal,Correctivo,Puerta / empaque danado,TEC-036,Si,56.7,7986.08,No,Cerrado
F-202500057,2025-07-19 18:00,2025-07-22 21:06,Cliente 016,Centro,Camara fria,Correctivo,Puerta / empaque danado,TEC-004,Si,75.1,14146.39,No,Cerrado
F-202500669,2025-12-02 10:00,2025-12-03 13:12,Cliente 014,Centro,Refrigerador vertical,Correctivo,Termostato descalibrado,TEC-004,No,27.2,9924.03,No,Cerrado
F-202500633,2025-06-08 08:00,2025-06-09 07:48,Cliente 019,Bajio,Maquina de hielo,Preventivo,Mantenimiento programado,TEC-025,No,23.8,1720.17,No,Cerrado
F-202500682,2025-02-20 08:00,2025-02-20 21:18,Cliente 002,Centro,Vitrina refrigerada,Correctivo,Acumulacion de hielo,TEC-027,No,13.3,,Si,cerrado
F-202500804,2025-12-02 11:00,2025-12-03 02:06,Cliente 038,Centro,Congelador horizontal,Correctivo,Fuga de refrigerante,,No,15.1,6426.1,No,cerrado
F-202500182,2025-02-25 09:00,2025-02-25 20:42,Cliente 009,Centro,Refrigerador vertical,Correctivo,Termostato descalibrado,TEC-021,No,11.7,5425.47,No,Cerrado
F-202500054,2025-06-20 09:00,2025-06-23 02:36,Cliente 051,sureste,Refrigerador vertical,Correctivo,Acumulacion de hielo,TEC-028,Si,65.6,11808.46,No,Cerrado
F-202500958,2025-08-20 09:00,2025-08-21 19:30,Cliente 022,Bajio,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-003,Si,34.5,13993.7,No,En proceso
F-202501332,2025-09-19 13:00,2025-09-20 12:12,Cliente 034,Centro,Camara fria,Preventivo,Mantenimiento programado,TEC-032,No,23.2,2271.07,No,Cerrado
F-202500347,2025-12-28 18:00,2025-12-31 02:48,Cliente 041,Occidente,Vitrina refrigerada,Instalacion,Acumulacion de hielo,TEC-038,No,56.8,3499.22,No,Cerrado
F-202500232,2025-11-09 17:00,2025-11-10 18:12,Cliente 010,Occidente,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-008,Si,25.2,3991.66,No,Cerrado
F-202500152,2025-04-13 17:00,2025-04-15 23:18,Cliente 013,Bajio,Vitrina refrigerada,Correctivo,Fuga de refrigerante,TEC-035,Si,54.3,16014.2,No,Cerrado
F-202500501,2025-02-11 13:00,2025-02-12 13:18,Cliente 018,Norte,Maquina de hielo,Instalacion,Termostato descalibrado,TEC-026,No,1801.0,5003.55,No,Cerrado
F-202501218,2025-09-25 07:00,2025-09-26 20:12,Cliente 060,Occidente,Refrigerador vertical,Instalacion,Fuga de refrigerante,TEC-002,Si,37.2,8603.73,No,Cerrado
F-202500828,2025-11-24 18:00,2025-11-26 02:54,Cliente 038,Centro,Camara fria,Correctivo,Acumulacion de hielo,TEC-024,Si,32.9,2947.08,Si,En proceso
F-202500231,2025-06-19 13:00,2025-06-21 11:18,Cliente 056,Bajio,Vitrina refrigerada,Correctivo,Acumulacion de hielo,TEC-016,No,46.3,6505.3,Si,Cerrado
F-202500525,2025-04-27 11:00,2025-04-28 21:36,Cliente 007,Centro,Camara fria,Correctivo,Puerta / empaque danado,TEC-011,Si,34.6,8970.02,Si,Cerrado
F-202501083,2025-12-16 09:00,2025-12-17 15:36,Cliente 031,Centro,Vitrina refrigerada,Instalacion,Termostato descalibrado,TEC-029,No,30.6,6046.1,No,Cerrado
F-202500022,2025-05-16 18:00,2025-05-18 02:54,Cliente 010,Bajio,Camara fria,Correctivo,Puerta / empaque danado,TEC-002,No,32.9,12817.42,No,Cerrado
F-202500406,2025-07-02 07:00,2025-07-03 21:06,Cliente 035,Norte,Refrigerador vertical,Correctivo,Problema electrico,TEC-029,No,38.1,11832.51,No,Cerrado
F-202500258,2025-02-07 17:00,2025-02-08 01:48,Cliente 029,Occidente,Congelador horizontal,Correctivo,Problema electrico,TEC-035,No,8.8,12155.98,No,Cerrado
F-202500701,2025-07-09 17:00,2025-07-11 10:36,Cliente 045,Occidente,Refrigerador vertical,Correctivo,Problema electrico,TEC-035,Si,41.6,9446.45,Si,Cerrado
F-202500389,2025-11-22 12:00,2025-11-23 01:00,Cliente 020,OCCIDENTE,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-035,No,13.0,1602.54,No,Cerrado
F-202500695,2025-02-02 08:00,2025-02-03 09:18,Cliente 018,Sureste,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-021,Si,25.3,5671.34,No,Cerrado
F-202500526,2025-04-24 08:00,2025-04-25 17:18,Cliente 008,Centro,Vitrina refrigerada,Correctivo,Falla de compresor,TEC-025,No,33.3,12887.59,No,Cerrado
F-202501254,2025-10-17 11:00,2025-10-19 21:12,Cliente 016,Occidente,Refrigerador vertical,Correctivo,Puerta / empaque danado,TEC-019,Si,58.2,4216.62,No,Cerrado
F-202500186,2025-06-12 10:00,2025-06-13 17:54,Cliente 020,Sureste,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-021,Si,31.9,7780.0,Si,Cerrado
F-202500044,2025-05-10 12:00,2025-05-13 03:42,Cliente 023,centro,Congelador horizontal,Correctivo,Fuga de refrigerante,TEC-012,Si,63.7,12143.99,No,Cerrado
F-202500474,2025-06-20 18:00,2025-06-23 00:24,Cliente 008, Sureste ,Vitrina refrigerada,Correctivo,Fuga de refrigerante,TEC-034,Si,54.4,6088.08,No,Cerrado
F-202500853,2025-12-18 09:00,2025-12-22 15:00,Cliente 020,Bajio,Refrigerador vertical,Correctivo,Puerta / empaque danado,TEC-030,Si,102.0,5985.47,No,Cerrado
F-202501056,2025-12-30 12:00,2025-12-31 01:24,Cliente 052,Norte,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-001,No,13.4,1616.23,Si,Cerrado
F-202500341,2025-08-20 12:00,2025-08-22 18:12,Cliente 048,Centro,Refrigerador vertical,Correctivo,Problema electrico,TEC-031,Si,54.2,9791.09,Si,Cerrado
F-202500143,2025-04-11 08:00,2025-04-13 20:36,Cliente 017,Bajio,Vitrina refrigerada,Correctivo,Falla de compresor,TEC-023,Si,60.6,13763.57,Si,Cerrado
F-202501296,2025-07-07 11:00,2025-07-08 18:42,Cliente 043,Centro,Refrigerador vertical,Correctivo,Problema electrico,TEC-037,No,31.7,,No,Cerrado
F-202501091,2025-07-03 11:00,2025-07-04 14:30,Cliente 048,Sureste,Congelador horizontal,Correctivo,Termostato descalibrado,TEC-027,No,27.5,4128.81,Si,Cerrado
F-202501271,2025-05-15 16:00,2025-05-17 03:24,Cliente 003,Norte,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-004,Si,35.4,7549.88,No,Cerrado
F-202501372,2025-05-06 07:00,2025-05-06 20:18,Cliente 038,Occidente,Vitrina refrigerada,Correctivo,Termostato descalibrado,TEC-022,No,13.3,10150.35,No,Cerrado
F-202500830,2025-01-11 18:00,2025-01-14 00:54,Cliente 038,NORTE,Congelador horizontal,Correctivo,Acumulacion de hielo,TEC-005,No,54.9,2986.14,No,Cerrado
F-202501322,2025-04-11 15:00,2025-04-12 23:54,Cliente 022,Occidente,Vitrina refrigerada,Correctivo,Termostato descalibrado,TEC-034,No,1690.5,2246.21,No,Cerrado
F-202501160,2025-05-05 14:00,2025-05-06 05:54,Cliente 007,Centro,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-017,No,15.9,1243.06,No,Cerrado
F-202500050,2025-10-12 08:00,2025-10-13 08:42,Cliente 036,Centro,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-001,No,24.7,1882.65,No,Cerrado
F-202501019,2025-01-16 10:00,2025-01-17 07:36,Cliente 052,Centro,Camara fria,Correctivo,Problema electrico,TEC-036,No,21.6,5134.45,Si,Cerrado
F-202500316,2025-08-29 17:00,2025-08-31 21:42,Cliente 044,Occidente,Camara fria,Correctivo,Fuga de refrigerante,TEC-019,Si,52.7,12866.81,No,Cerrado
F-202500330,2025-07-22 08:00,2025-07-25 20:06,Cliente 034,Bajio,Maquina de hielo,Correctivo,Falla de compresor,TEC-018,Si,84.1,16539.42,Si,Cerrado
F-202500513,2025-11-03 07:00,2025-11-04 22:18,Cliente 027,Sureste,Refrigerador vertical,Correctivo,Falla de compresor,TEC-032,Si,39.3,10021.21,No,Cerrado
F-202501357,2025-05-06 17:00,2025-05-08 07:06,Cliente 046,Occidente,Vitrina refrigerada,Correctivo,Fuga de refrigerante,TEC-008,Si,38.1,16541.98,No,Cerrado
F-202500346,2025-04-04 18:00,2025-04-06 12:30,Cliente 060,Norte,Camara fria,Correctivo,Puerta / empaque danado,TEC-010,No,42.5,6281.65,No,Cerrado
F-202500580,2025-02-07 16:00,2025-02-08 00:18,Cliente 031,Centro,Maquina de hielo,Preventivo,Mantenimiento programado,TEC-004,No,8.3,1917.27,No,Cerrado
F-202500833,2025-06-15 18:00,2025-06-18 22:18,Cliente 038,Centro,Camara fria,Correctivo,Falla de compresor,TEC-038,Si,76.3,14154.98,No,Cerrado
F-202501074,2025-07-11 09:00,2025-07-11 21:24,Cliente 004,Bajio,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-037,No,12.4,1029.45,No,Cerrado
F-202500684,2025-12-16 15:00,2025-12-18 05:06,Cliente 050,Centro,Camara fria,Correctivo,Fuga de refrigerante,TEC-023,No,38.1,11881.9,No,Cerrado
F-202500954,2025-06-06 12:00,2025-06-11 23:30,Cliente 024,Norte,Vitrina refrigerada,Correctivo,Puerta / empaque danado,TEC-024,Si,131.5,10527.89,No,Cerrado
F-202501014,2025-04-25 14:00,2025-04-26 04:54,Cliente 032,Norte,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-038,No,14.9,1624.12,Si,Cerrado
F-202501269,2025-12-14 07:00,2025-12-16 09:12,Cliente 042,Norte,Vitrina refrigerada,Correctivo,Problema electrico,TEC-017,Si,50.2,17651.63,No,Cerrado
F-202501385,2025-05-22 17:00,2025-05-23 00:48,Cliente 046,Centro,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-033,No,7.8,1013.19,No,Cerrado
F-202501299,2025-07-13 08:00,2025-07-14 09:42,Cliente 051,Bajio,Camara fria,Correctivo,Problema electrico,TEC-010,No,25.7,,No,Cerrado
F-202500773,2025-01-02 18:00,2025-01-04 13:12,Cliente 002,Bajio,Refrigerador vertical,Correctivo,Falla de compresor,TEC-022,Si,43.2,10984.27,No,Cerrado
F-202501138,2025-05-14 12:00,2025-05-15 03:24,Cliente 039,Bajio,Camara fria,Preventivo,Mantenimiento programado,TEC-014,No,15.4,1951.55,Si,Cerrado
F-202500067,2025-11-27 14:00,2025-11-28 19:12,Cliente 028,Bajio,Refrigerador vertical,Correctivo,Termostato descalibrado,TEC-006,No,29.2,7064.34,Si,Cerrado
F-202501154,2025-11-28 09:00,2025-11-29 07:54,Cliente 002,Sureste,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-027,No,22.9,1203.09,Si,Cerrado
F-202500039,2025-04-12 10:00,2025-04-15 04:00,Cliente 039,Sureste,Refrigerador vertical,Correctivo,Problema electrico,TEC-038,No,66.0,3823.23,No,Cerrado
F-202500933,2025-04-04 10:00,2025-04-05 07:42,Cliente 002,Occidente,Camara fria,Correctivo,Acumulacion de hielo,TEC-012,No,21.7,1798.74,No,Cerrado
F-202500998,2025-05-12 10:00,2025-05-13 14:06,Cliente 034,Centro,Vitrina refrigerada,Correctivo,Acumulacion de hielo,TEC-025,No,28.1,8703.0,Si,Cerrado
F-202501379,2025-07-03 11:00,2025-07-04 08:24,Cliente 035,Centro,Camara fria,Preventivo,Mantenimiento programado,TEC-015,Si,21.4,4488.21,Si,Cerrado
F-202501283,2025-05-24 11:00,2025-05-25 13:42,Cliente 057,CENTRO,Vitrina refrigerada,Correctivo,Acumulacion de hielo,TEC-001,No,26.7,7196.0,No,Cerrado
F-202500644,2025-06-25 15:00,2025-06-27 15:00,Cliente 017,Sureste,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-001,Si,48.0,11424.23,No,Cerrado
F-202501258,2025-07-22 10:00,2025-07-23 11:48,Cliente 019,Norte,Maquina de hielo,Preventivo,Mantenimiento programado,TEC-018,Si,25.8,3148.88,No,Cerrado
F-202500809,2025-05-23 09:00,2025-05-23 16:12,Cliente 021,Centro,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-020,No,7.2,2594.18,No,Cerrado
F-202500284,2025-06-29 16:00,2025-07-02 09:42,Cliente 055,Centro,Vitrina refrigerada,Correctivo,Falla de compresor,TEC-025,No,65.7,4629.61,No,Cerrado
F-202500646,2025-04-30 18:00,2025-05-02 13:48,Cliente 001,Centro,Refrigerador vertical,Correctivo,Termostato descalibrado,TEC-029,No,43.8,7651.68,No,Cerrado
F-202500418,2025-02-14 10:00,2025-02-16 01:36,Cliente 036,Bajio,Congelador horizontal,Correctivo,Fuga de refrigerante,TEC-003,Si,39.6,12281.34,No,Cerrado
F-202501215,2025-01-28 08:00,2025-01-28 23:42,Cliente 050,Centro,Camara fria,Preventivo,Mantenimiento programado,TEC-004,No,15.7,1752.95,Si,Cerrado
F-202500643,2025-11-08 15:00,2025-11-09 22:54,Cliente 021,Norte,Congelador horizontal,Correctivo,Acumulacion de hielo,TEC-027,No,31.9,3772.25,No,Cerrado
F-202501170,2025-12-01 18:00,2025-12-03 15:24,Cliente 057,Sureste,Congelador horizontal,Correctivo,Problema electrico,TEC-008,No,45.4,10539.55,No,Cerrado
F-202501038,2025-01-06 15:00,2025-01-07 17:48,Cliente 008,Norte,Congelador horizontal,Correctivo,Problema electrico,TEC-033,No,26.8,9146.16,Si,Cerrado
F-202500115,2025-07-04 09:00,2025-07-06 21:42,Cliente 026,Sureste,Refrigerador vertical,Correctivo,Puerta / empaque danado,TEC-031,Si,60.7,8042.08,Si,Cerrado
F-202500542,2025-01-21 10:00,2025-01-22 01:36,Cliente 042,Bajio,Vitrina refrigerada,Correctivo,Falla de compresor,,No,15.6,8682.14,No,Cerrado
F-202500290,2025-06-22 08:00,2025-06-23 23:54,Cliente 014,Bajio,Vitrina refrigerada,Correctivo,Problema electrico,TEC-026,No,39.9,12350.69,No,Cerrado
F-202501072,2025-03-18 08:00,2025-03-18 20:00,Cliente 010,Occidente,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-010,No,12.0,,No,Cerrado
F-202501291,2025-03-27 15:00,2025-03-29 11:30,Cliente 047,Sureste,Congelador horizontal,Correctivo,Fuga de refrigerante,TEC-020,Si,44.5,9270.47,No,Cerrado
F-202501315,2025-11-26 13:00,2025-11-27 18:36,Cliente 059,Occidente,Vitrina refrigerada,Correctivo,Fuga de refrigerante,TEC-032,Si,29.6,10918.27,No,Cerrado
F-202500272,2025-01-09 13:00,2025-01-10 04:12,Cliente 024,Norte,Maquina de hielo,Correctivo,Termostato descalibrado,TEC-037,No,15.2,4299.41,No,Cerrado
F-202501028,2025-04-13 11:00,2025-04-14 08:54,Cliente 007, Norte ,Refrigerador vertical,Correctivo,Termostato descalibrado,TEC-037,No,21.9,9909.23,No,Cerrado
F-202500314,2025-04-13 15:00,2025-04-15 07:00,Cliente 029,Occidente,Camara fria,Correctivo,Fuga de refrigerante,TEC-006,Si,40.0,11790.89,No,Cerrado
F-202500890,2025-04-09 11:00,2025-04-10 16:30,Cliente 006,Centro,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-021,Si,29.5,12258.0,No,Cerrado
F-202501001,2025-10-23 07:00,2025-10-25 14:24,Cliente 030,Norte,Congelador horizontal,Correctivo,Falla de compresor,TEC-021,Si,55.4,11790.71,No,Cerrado
F-202500917,2025-07-18 08:00,2025-07-19 22:00,Cliente 018,Centro,Vitrina refrigerada,Correctivo,Fuga de refrigerante,TEC-010,Si,38.0,15019.91,No,Cerrado
F-202500941,2025-09-10 12:00,2025-09-11 11:30,Cliente 003,Centro,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-013,No,23.5,2187.84,No,Cerrado
F-202500285,2025-06-11 11:00,2025-06-12 07:42,Cliente 038,Centro,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-033,No,,2095.49,No,Cerrado
F-202500130,2025-08-20 18:00,2025-08-21 11:36,Cliente 053,Centro,Camara fria,Instalacion,Falla de compresor,TEC-008,No,17.6,7494.77,No,Cerrado
F-202500396,2025-11-16 09:00,2025-11-18 11:18,Cliente 029,Centro,Refrigerador vertical,Instalacion,Falla de compresor,TEC-035,Si,50.3,8264.25,Si,Cerrado
F-202501302,2025-05-27 16:00,2025-05-29 02:36,Cliente 036,Norte,Camara fria,Correctivo,Fuga de refrigerante,TEC-032,Si,34.6,9940.52,No,Cerrado
F-202500906,2025-09-16 08:00,2025-09-18 13:54,Cliente 047,Centro,Congelador horizontal,Correctivo,Problema electrico,TEC-033,No,53.9,4122.27,No,Cerrado
F-202500327,2025-03-28 18:00,2025-03-29 00:18,Cliente 043, Bajio ,Refrigerador vertical,Preventivo,Mantenimiento programado,,No,6.3,989.34,No,Cerrado
F-202500192,2025-08-19 11:00,2025-08-20 03:12,Cliente 046,Centro,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-012,No,16.2,1913.01,No,Cerrado
F-202500723,2025-11-05 13:00,2025-11-06 19:48,Cliente 043,CENTRO,Congelador horizontal,Correctivo,Problema electrico,TEC-004,No,30.8,5386.94,No,Cerrado
F-202501140,2025-07-16 12:00,2025-07-17 10:06,Cliente 034,Bajio,Congelador horizontal,Correctivo,Termostato descalibrado,TEC-027,No,,8769.23,No,Cerrado
F-202500099,2025-08-21 12:00,2025-08-23 16:36,Cliente 045,Bajio,Camara fria,Correctivo,Termostato descalibrado,TEC-011,Si,52.6,9900.32,No,Cerrado
F-202501289,2025-02-07 14:00,2025-02-09 07:30,Cliente 058,Centro,Congelador horizontal,Correctivo,Puerta / empaque danado,TEC-006,Si,41.5,10610.1,No,Cerrado
F-202501069,2025-05-02 07:00,2025-05-03 10:18,Cliente 017,NORTE,Camara fria,Preventivo,Mantenimiento programado,TEC-011,Si,27.3,4096.76,No,Cerrado
F-202500041,2025-03-02 16:00,2025-03-03 01:48,Cliente 060,Centro,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-025,No,9.8,1858.72,No,Cerrado
F-202500307,2025-04-21 18:00,2025-04-23 19:18,Cliente 027,Centro,Refrigerador vertical,Correctivo,Falla de compresor,TEC-013,Si,49.3,15648.19,Si,Cerrado
F-202501242,2025-10-11 12:00,2025-10-12 01:48,Cliente 046,Occidente,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-017,No,13.8,1717.7,No,Cerrado
F-202500374,2025-05-17 11:00,2025-05-19 02:18,Cliente 016,Occidente,Maquina de hielo,Correctivo,Termostato descalibrado,TEC-034,No,39.3,2097.42,No,Cerrado
F-202500994,2025-06-07 09:00,2025-06-08 13:48,Cliente 047,Centro,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-003,No,28.8,1377.64,Si,Cerrado
F-202500717,2025-07-08 18:00,2025-07-09 03:54,Cliente 033,Centro,Camara fria,Preventivo,Mantenimiento programado,TEC-017,No,9.9,1099.9,No,Cerrado
F-202500921,2025-11-15 08:00,2025-11-16 08:36,Cliente 059,Centro,Camara fria,Preventivo,Mantenimiento programado,TEC-029,No,24.6,1679.38,Si,Cerrado
F-202501101,2025-06-25 15:00,2025-06-27 06:48,Cliente 021,Centro,Congelador horizontal,Correctivo,Falla de compresor,TEC-030,Si,39.8,10403.44,No,Cerrado
F-202500496,2025-05-31 17:00,2025-06-03 01:24,Cliente 034,Centro,Maquina de hielo,Preventivo,Mantenimiento programado,TEC-009,Si,56.4,6337.81,No,Cerrado
F-202500273,2025-02-25 10:00,2025-02-25 20:30,Cliente 008,OCCIDENTE,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-035,No,10.5,1606.45,No,Cerrado
F-202500009,2025-03-15 07:00,2025-03-17 16:00,Cliente 021,Occidente,Congelador horizontal,Correctivo,Termostato descalibrado,TEC-021,No,57.0,10657.45,No,Cerrado
F-202500868,2025-11-02 15:00,2025-11-04 09:12,Cliente 048,Bajio,Congelador horizontal,Correctivo,Termostato descalibrado,TEC-001,Si,42.2,9820.26,Si,Cerrado
F-202500385,2025-01-12 15:00,2025-01-13 02:48,Cliente 020,Centro,Congelador horizontal,Preventivo,Mantenimiento programado,,No,11.8,2596.0,No,En proceso
F-202501043,2025-06-01 07:00,2025-06-03 03:30,Cliente 059, Centro ,Camara fria,Correctivo,Acumulacion de hielo,TEC-020,No,44.5,5256.0,No,Cerrado
F-202500653,2025-03-15 11:00,2025-03-16 13:12,Cliente 060,Bajio,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-020,No,26.2,956.07,No,Cerrado
F-202501169,2025-12-31 11:00,2026-01-01 04:06,Cliente 044,Norte,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-027,No,17.1,1545.68,No,Cerrado
F-202500398,2025-03-13 09:00,2025-03-14 09:12,Cliente 023,Centro,Congelador horizontal,Correctivo,Acumulacion de hielo,TEC-026,No,24.2,6193.66,Si,Cerrado
F-202500415,2025-01-07 17:00,2025-01-09 08:24,Cliente 016,Occidente,Congelador horizontal,Correctivo,Acumulacion de hielo,,Si,39.4,10346.41,No,Cerrado
F-202500947,2025-12-22 10:00,2025-12-22 21:06,Cliente 055,Occidente,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-002,No,11.1,2415.61,No,Cerrado
F-202501275,2025-10-06 18:00,2025-10-07 12:00,Cliente 053,Norte,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-032,No,18.0,2139.99,No,Cerrado
F-202501130,2025-08-25 13:00,2025-08-27 01:54,Cliente 032,Norte,Vitrina refrigerada,Correctivo,Problema electrico,TEC-034,No,36.9,2819.31,No,En proceso
F-202501054,2025-12-16 12:00,2025-12-17 00:30,Cliente 001,Occidente,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-010,No,-12.5,814.41,No,Cerrado
F-202500018,2025-02-16 12:00,2025-02-19 02:18,Cliente 021,Norte,Camara fria,Correctivo,Fuga de refrigerante,TEC-017,Si,62.3,8725.03,Si,Cerrado
F-202500505,2025-04-11 10:00,2025-04-12 11:42,Cliente 006,Norte,Vitrina refrigerada,Correctivo,Fuga de refrigerante,TEC-004,Si,25.7,12308.67,Si,Cerrado
F-202500725,2025-10-14 15:00,2025-10-15 13:18,Cliente 020,Bajio,Refrigerador vertical,Correctivo,Problema electrico,TEC-038,No,2090.4,2946.14,Si,Cerrado
F-202500533,2025-02-26 17:00,2025-03-01 15:24,Cliente 044,Occidente,Congelador horizontal,Correctivo,Fuga de refrigerante,TEC-015,Si,70.4,10612.19,No,Cerrado
F-202500763,2025-12-13 11:00,2025-12-15 05:48,Cliente 009,Bajio,Vitrina refrigerada,Correctivo,Acumulacion de hielo,TEC-006,No,42.8,5780.05,Si,Cerrado
F-202500162,2025-08-31 10:00,2025-09-02 09:36,Cliente 043,Norte,Maquina de hielo,Correctivo,Problema electrico,TEC-033,No,47.6,6649.84,No,Cerrado
F-202500631,2025-09-26 13:00,2025-09-28 00:54,Cliente 044,Centro,Camara fria,Correctivo,Termostato descalibrado,TEC-022,Si,35.9,5134.73,No,Cerrado
F-202500937,2025-02-27 12:00,2025-03-01 03:12,Cliente 030,Occidente,Congelador horizontal,Correctivo,Termostato descalibrado,TEC-001,No,39.2,5672.12,Si,Cerrado
F-202501328,2025-01-31 07:00,2025-02-01 20:18,Cliente 024,Centro,Refrigerador vertical,Correctivo,Termostato descalibrado,TEC-027,Si,37.3,9850.61,No,Cerrado
F-202500021,2025-07-02 18:00,2025-07-05 15:54,Cliente 052,Norte,Refrigerador vertical,Correctivo,Falla de compresor,TEC-023,Si,69.9,6978.54,No,Cerrado
F-202500570,2025-07-28 08:00,2025-07-28 21:30,Cliente 029,Bajio,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-019,No,13.5,1773.95,No,Cerrado
F-202500654,2025-10-21 18:00,2025-10-22 05:12,Cliente 039,Occidente,Congelador horizontal,Correctivo,Puerta / empaque danado,TEC-032,No,11.2,2469.56,No,Cerrado
F-202500697,2025-09-21 18:00,2025-09-24 04:18,Cliente 057,Centro,Vitrina refrigerada,Correctivo,Falla de compresor,TEC-021,No,58.3,13355.44,No,Cerrado
F-202500482,2025-10-30 10:00,2025-10-31 15:00,Cliente 054,Norte,Congelador horizontal,Correctivo,Problema electrico,,No,29.0,10885.22,No,Cerrado
